cid,MF,MW,Ncharges,C,H,N,O,Cl,P,S,F,Br,Pt,I,Gd,B,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,abonds,atoms,bonds,dbonds,HBA1,HBA2,HBD,logP,MR,MW,nF,sbonds,tbonds,TPSA
31401,C24H40O4,392.572,0,24,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,391.5719913,11.8392,42,4,2,3,1,2,0,0.129032258,31,0,0,152.5581,67,0,0,0,0,0,0,0,4,0,0,70,0,0,0,0,80.59,11.80882381,0.974254384,11.12088342,21.24037461,7.60183257,390,453,0,68,71,1,44,4,3,4.4779,112.6014,392.572,0,70,0,77.76
31703,C27H29NO11,543.51926,0,27,29,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,3,0,0,5,2,543.5249873,5.3273,40,11,6,5,0,3,0,0.11627907,43,1,0,166.0739,68,0,0,0,0,0,0,1,11,0,0,72,0,0,0,0,207.69,14.60768417,0.958593388,14.23866569,30.45754462,11.58877256,371,423,12,68,72,3,41,12,6,0.7016,132.6618,543.51926,0,57,0,206.07
32798,C25H32ClFO5,466.9699832,0,25,32,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,0,466.9769888,9.7673,37,5,1,1,0,1,0,0.142857143,35,0,0,154.2968,64,2,0,0,1,0,1,0,5,0,0,67,0,0,0,0,80.67,12.08006937,0.978228141,11.3489285,25.10367347,8.293697979,364,419,0,64,67,5,37,5,1,4.1031,120.1348,466.9699832,1,62,0,80.67
33255,C14H14N8O4S3,454.50716,0,14,14,8,4,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,453.5109979,3.754,25,15,1,2,5,0,0,0.25,32,4,0,112.2601,42,0,0,0,0,0,0,8,4,0,3,45,0,0,0,0,237.76,9.740417858,0.978642748,8.952986299,22.203125,9.646502836,234,259,10,43,46,4,27,15,2,-0.3073,106.6905,454.50716,0,32,0,234.93
33613,C16H19N3O5S,365.40416,0,16,19,3,5,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,3,1,364.4029944,4.8141,25,8,3,3,1,0,0,0.185185185,27,2,0,106.8486,43,0,0,0,0,0,0,3,5,0,1,45,0,0,0,0,162.71,13.07687122,0.969584781,12.48708383,19.75308642,7.197278912,235,269,6,44,46,3,28,9,4,1.0528,94.5869,365.40416,0,37,0,158.26
33741,C16H25NO2,263.3752,0,16,25,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,263.3809944,7.4897,27,2,2,2,0,1,1,0.2,20,0,0,106.2035,44,0,0,0,0,0,0,1,2,0,0,45,0,0,0,0,33.9,9.278293138,0.96807277,8.584293065,15.39,6.635204082,231,236,6,44,45,0,28,3,1,2.6346,78.1828,263.3752,0,39,0,32.7
34312,C15H12N2O2,252.26798,0,15,12,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,252.2729945,5.3323,16,3,1,0,0,0,0,0.047619048,21,1,0,81.7185,31,0,0,0,0,0,0,2,2,0,0,33,0,0,0,0,63.4,9.216146652,1.008097714,8.14211641,13.95918367,5.78,162,183,12,31,33,2,16,3,1,3.4075,75.3579,252.26798,0,19,0,63.4
35370,C10H13N5O4,267.24132,2,10,13,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1,267.2449952,2.6578,18,6,2,3,0,1,0,0.15,20,2,0,78.9852,32,0,0,0,0,0,0,5,4,0,0,33,0,0,0,0,96.68,9.586443715,0.973146479,8.850977134,15.39,6.635204082,169,186,6,32,33,4,18,6,2,-0.74354,61.7325,267.24132,0,23,0,134.07
36294,C18H37N5O9,467.51448,0,18,37,5,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,3,0,467.519991,7.5718,46,9,10,5,0,5,0,0.176470588,34,2,0,152.1285,69,0,0,0,0,0,0,5,9,0,0,71,0,0,0,0,276.27,13.72566167,0.96898864,13.16493559,26.60207612,11.16,369,420,0,69,71,0,51,14,10,-2.7943,105.984,467.51448,0,71,0,268.17
36462,C29H32O13,588.55658,0,29,32,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0,7,2,588.561986,9.2745,45,13,3,3,0,2,0,0.104166667,48,4,0,173.9456,74,0,0,0,0,0,0,0,13,0,0,80,0,0,0,0,160.83,15.85857662,0.971167261,15.32939789,30.64322917,12.31000188,422,475,12,74,80,1,45,13,3,1.3386,139.1076,588.55658,0,67,0,160.83
37464,C18H29NO2,291.42836,0,18,29,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,291.4349939,8.9773,31,2,2,1,0,1,1,0.318181818,22,0,0,120.0119,50,0,0,0,0,0,0,1,2,0,0,51,0,0,0,0,46.07,11.01016188,0.971830427,10.32930352,17.3553719,8.022222222,263,272,6,50,51,0,32,3,2,3.8629,87.8575,291.42836,0,45,0,41.49
37542,C8H12N4O5,244.20468,0,8,12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,244.2069955,-0.0514,20,9,4,3,0,3,0,0.166666667,18,2,0,64.5727,29,0,0,0,0,0,0,4,5,0,0,30,0,0,0,0,143.72,10.07177462,0.974169992,9.33882659,13.43209877,5.325443787,150,170,5,29,30,1,20,9,4,-2.3112,51.0633,244.20468,0,24,0,143.72
37720,C10H18O21S4,602.49732,0,10,18,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,602.500994,5.841,35,21,6,6,4,2,0,0.277777778,36,2,0,120.7118,53,0,0,0,0,0,0,0,21,0,4,54,0,0,0,8,367.39,10.26647236,0.975273321,9.526764276,31.2191358,11.39612188,284,320,0,53,54,8,39,21,6,-0.4874,98.0178,602.49732,0,46,0,356.07
38904,C6H14N2O4Pt,373.27036,0,6,14,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,371.2499995,3.8025,15,4,2,2,2,0,0,0.2,10,0,0,52.3288,25,0,0,0,0,0,0,2,4,0,0,22,0,0,0,0,80.26,6.127577499,0.053718977,113.0672788,18.72,6.453333333,110,106,0,27,24,2,21,6,4,0.9712,41.5798,373.26436,0,22,0,81.08
39042,C19H20ClNO4,361.8194,0,19,20,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,360.8169917,7.4977,23,5,1,2,1,0,0,0.307692308,26,0,0,114.5114,44,1,0,0,1,0,0,1,4,0,0,45,0,0,0,0,78.46,16.81500568,0.978825797,16.17875206,21.30177515,9.796296296,226,239,12,45,46,2,25,5,2,3.9454,96.465,361.8194,0,32,0,75.63
39147,C17H27NO4,309.40058,0,17,27,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,1,309.4059933,6.107,31,4,4,3,0,3,1,0.260869565,23,0,0,116.2495,49,0,0,0,0,0,0,1,4,0,0,50,0,0,0,0,86.53,13.45559804,0.972743491,12.83262716,18.34026465,7.713498623,255,268,6,49,50,0,32,5,4,1.0257,85.5331,309.40058,0,44,0,81.95
39186,C22H26N2O4S,414.51784,0,22,26,2,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,2,414.526993,9.3091,32,6,1,1,0,0,1,0.225806452,31,1,0,139.9979,55,0,0,0,0,0,0,2,4,0,1,57,0,0,0,0,85.58,12.86566621,1.06506238,11.07973022,23.65868887,11.0394808,286,290,12,55,57,2,33,7,0,3.4335,117.393,414.51784,0,43,0,84.38
41684,C12H9N3O5S,307.28196,2,12,9,3,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,307.2869955,3.5708,15,6,1,1,0,0,0,0.272727273,22,1,0,83.9003,30,0,0,0,0,0,0,3,5,0,1,31,2,0,0,0,139.67,8.227322452,1.013794167,7.115377578,17.3553719,8.022222222,149,159,11,30,31,3,15,6,1,2.8251,76.6492,307.28196,0,17,0,142.35
41693,C22H30N2O2S,386.5508,0,22,30,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,386.5609939,10.4834,33,4,1,1,0,0,1,0.310344828,29,2,0,143.6409,57,0,0,0,0,0,0,2,2,0,1,59,0,0,0,0,62.22,11.41971997,1.063995122,9.732868725,21.70273484,10.68376068,302,314,11,57,59,1,34,5,0,4.1527,117.103,386.5508,0,47,0,61.02
41781,C16H20N4O3S,348.42,0,16,20,4,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,348.4279952,7.8907,27,6,3,3,0,0,0,0.28,25,1,0,113.3112,44,0,0,0,0,0,0,4,3,0,1,45,0,0,0,2,108.57,10.16796631,0.996800632,9.20060179,20.3136,9.087346939,222,229,12,44,45,3,27,6,3,4.4655,92.4541,348.42,0,30,0,108.57
41867,C27H29NO11,543.51926,0,27,29,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,3,0,0,5,2,543.5249873,5.3273,40,11,6,5,0,3,0,0.11627907,43,1,0,166.0739,68,0,0,0,0,0,0,1,11,0,0,72,0,0,0,0,207.69,14.61000961,0.962846478,14.17376856,30.45754462,11.58877256,371,423,12,68,72,3,41,12,6,0.7016,132.6618,543.51926,0,57,0,206.07
42113,C3H2F6O,168.0377992,0,3,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168.0359938,3.1693,3,1,0,0,0,0,0,0.333333333,9,0,0,20.078,12,6,0,0,0,0,6,0,1,0,0,11,0,0,0,0,9.23,5.643216143,1.093215683,4.16203365,10,3.408284024,58,56,0,12,11,0,3,1,0,2.0835,17.964,168.0377992,6,11,0,9.23
42890,C26H27NO9,497.49388,0,26,27,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,2,0,0,5,2,497.4999884,5.7251,36,9,5,4,0,2,0,0.075,40,1,0,155.9681,63,0,0,0,0,0,0,1,9,0,0,67,0,0,0,0,178.23,14.26336446,0.964438713,13.78929067,27.5625,10.19400353,347,401,12,63,67,3,37,10,5,1.7206,125.008,497.49388,0,52,0,176.61
43672,C23H27N5O7S,517.55478,0,23,27,5,7,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,4,1,516.5559914,6.8558,38,13,2,3,1,0,0,0.230769231,39,3,0,145.7509,62,0,0,0,0,0,0,5,7,0,1,65,0,0,0,0,184.56,13.93463237,0.981475545,13.19763583,28.99408284,11.62309681,343,385,6,63,66,6,40,13,3,0.3552,138.8042,517.55478,0,54,0,181.73
43815,C19H20FNO3,329.3654032,0,19,20,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,2,329.3709922,8.2607,23,3,1,0,0,0,1,0.148148148,27,2,0,107.9533,44,1,0,0,0,0,1,1,3,0,0,47,0,0,0,0,44.3,12.63553092,1.017448242,11.41884392,17.41563786,8.131482834,242,269,12,44,47,0,24,4,1,3.6553,92.0797,329.3654032,1,35,0,39.72
44093,C9H15NO3S,217.2853,0,9,15,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,216.2819974,3.8785,18,5,1,2,1,0,0,0.285714286,14,1,0,67.0337,28,0,0,0,0,0,0,1,3,0,1,28,0,0,0,0,99.24,9.024027525,0.980911298,8.19963665,12.07142857,5.185595568,149,157,0,29,29,2,20,5,2,0.5658,59.9748,217.2853,0,27,0,96.41
47320,C65H82N2O18S2,1243.47918,4,65,82,2,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,8,6,1243.500976,29.715,98,18,0,2,2,0,2,0.304347826,92,2,0,410.6442,169,0,0,0,0,0,0,2,18,0,2,174,0,0,0,4,257.6,22.89963656,1.02843745,21.26643591,76.02221172,37.33850129,886,902,36,169,174,6,98,18,0,11.3261,336.2398,1243.47918,0,132,0,257.6
47811,C19H26N2S,314.48814,0,19,26,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,314.4979956,10.3801,27,1,2,2,0,0,1,0.16,25,2,0,123.8833,48,0,0,0,0,0,0,2,0,0,1,51,0,0,0,0,45.53,9.970632903,0.98635361,9.108578506,15.5232,6.481481481,270,294,10,48,51,0,28,2,1,4.209,101.6677,314.48814,0,41,0,44.33
50294,C19H17NO7,371.34078,0,19,17,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,3,2,369.3289913,5.6626,19,8,0,2,2,0,0,0.172413793,29,2,0,110.788,42,0,0,0,0,0,0,1,7,0,0,44,0,0,0,0,132.47,13.56079687,0.979056082,12.85088876,21.70273484,8.788534343,231,252,16,44,46,4,23,8,2,2.4767,98.8176,371.34078,0,26,0,126.81
50599,C10H12N4O3,236.22728,0,10,12,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,2,236.2309957,2.0411,17,6,2,2,0,1,0,0.105263158,19,3,0,71.6992,29,0,0,0,0,0,0,4,3,0,0,31,0,0,0,0,93.03,8.323998516,0.971668296,7.566707951,12.05540166,4.938271605,160,181,10,29,31,1,17,6,2,-0.2105,58.7715,236.22728,0,20,0,93.03
51263,C21H32N6O3,416.51718,0,21,32,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,416.5259924,8.2356,38,8,1,1,4,0,1,0.3125,32,2,0,148.0829,62,0,0,0,0,0,0,6,3,0,0,64,0,0,0,0,86.69,10.6914574,1.019663301,9.485282137,24.63867188,11.74380165,330,340,11,62,64,2,39,9,0,1.3218,119.431,416.51718,0,51,0,85.49
51634,C10H21NO4,219.27804,0,10,21,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,219.2809955,2.6504,25,4,5,5,0,4,1,0.266666667,15,1,0,77.9051,36,0,0,0,0,0,0,1,4,0,0,36,0,0,0,0,85.36,8.717106929,0.972087869,7.967406353,13.06666667,5.915,185,196,0,36,36,0,26,5,4,-1.5164,59.5282,219.27804,0,36,0,84.16
53232,C24H36O5,404.53964,0,24,36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,404.5469909,11.2735,41,5,1,1,0,1,0,0.225806452,31,1,0,152.3138,65,0,0,0,0,0,0,0,5,0,0,67,0,0,0,0,72.83,12.77709957,0.985998468,11.95853897,23.65868887,10.54338843,356,385,0,65,67,4,41,5,1,4.1955,113.9238,404.53964,0,63,0,72.83
54454,C25H38O5,418.56622,0,25,38,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,418.5739906,11.7655,43,5,1,1,0,1,0,0.21875,32,1,0,158.9748,68,0,0,0,0,0,0,0,5,0,0,70,0,0,0,0,72.83,11.95234134,0.977185682,11.23139222,24.63867188,10.29244002,372,401,0,68,70,4,43,5,1,4.5856,118.4708,418.56622,0,66,0,72.83
54687,C23H36O7,424.52774,0,23,36,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,423.5259904,9.0464,41,7,3,4,1,3,0,0.35483871,31,0,0,150.1079,65,0,0,0,0,0,0,0,7,0,0,66,0,0,0,0,127.12,9.854143448,0.96893248,9.170103332,26.25390219,12.29637642,348,377,0,66,67,4,43,7,4,2.4404,114.0412,424.52774,0,63,0,124.29
54746,C26H37N5O2,451.60428,0,26,37,5,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4,1,451.6149913,12.3929,41,4,4,4,0,0,2,0.305555556,36,2,0,171.6404,70,0,0,0,0,0,0,5,2,0,0,73,0,0,0,0,74.08,12.86297042,1.00320419,11.82188667,26.07407407,11.82314494,379,404,10,70,73,3,43,6,2,3.5227,136.6344,451.60428,0,60,0,71.68
55245,C29H35NO2,429.5937,0,29,35,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,5,1,429.6039904,11.3188,38,3,1,1,0,1,0,0.055555556,36,0,0,168.9858,67,0,0,0,0,0,0,1,2,0,0,71,0,0,0,0,40.54,13.32003923,0.971900149,12.70515195,23.72839506,8.896683673,377,418,6,67,71,3,38,3,1,5.4065,131.6528,429.5937,0,61,1,40.54
55283,C35H38Cl2N8O4,705.63342,0,35,38,8,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,5,705.6469858,13.885,47,12,0,0,0,0,0,0.2,55,4,0,222.4304,87,2,0,0,2,0,0,8,4,0,0,93,0,0,0,0,104.7,24.87112033,1.080228258,22.02394901,37.32099174,16.989585,478,528,28,87,93,1,47,12,0,5.7073,194.534,705.63342,0,64,0,104.7
55891,C30H46NO7P,563.662502,0,30,46,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,562.6639892,15.7461,52,8,0,1,1,0,0,0.390243902,41,1,0,197.0452,84,0,0,0,0,0,0,1,7,1,0,86,0,0,0,0,122.85,12.4469412,0.984253011,11.64607887,33.50148721,16.58864796,458,488,6,85,87,4,54,8,1,6.0592,157.5573,563.662501,0,77,0,120.02
56959,C24H33N3O4,427.53652,0,24,33,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,3,2,427.5449911,10.0432,38,5,4,4,0,1,2,0.303030303,33,1,0,154.291,64,0,0,0,0,0,0,3,4,0,0,66,0,0,0,0,76.67,12.07620368,0.971714834,11.42772392,25.61983471,13.03202479,333,337,12,64,66,1,40,7,2,2.2568,129.5105,427.53652,0,53,0,74.27
57363,C23H36N2O2,372.54414,0,23,36,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,372.5529923,11.2014,40,4,2,2,0,0,0,0.1,30,1,0,144.91,63,0,0,0,0,0,0,2,2,0,0,66,0,0,0,0,58.2,10.04578862,1.017109647,8.876800055,20.28,6.768013328,360,410,0,63,66,3,40,4,2,4.5342,113.1814,372.54414,0,63,0,58.2
57469,C14H16N4,240.30364,0,14,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,240.3099957,6.1769,19,4,1,0,0,0,0,0.1,20,2,0,91.8448,34,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,56.73,9.634362231,1.008224158,8.555774034,13.005,5.174791914,180,192,15,34,36,0,19,4,1,3.4039,75.1214,240.30364,0,21,0,56.73
59768,C16H25NO4,295.374,0,16,25,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,295.3789936,7.2695,29,4,2,1,0,1,1,0.476190476,21,0,0,109.5309,46,0,0,0,0,0,0,1,4,0,0,46,0,0,0,0,72.37,13.4320293,0.973571735,12.79665085,19.04761905,10.68047337,229,221,6,46,46,1,30,5,2,1.9208,81.6045,295.374,0,39,0,67.79
60164,C28H28O3,412.52012,0,28,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,3,411.5209903,11.7873,29,3,0,1,1,0,0,0.111111111,36,0,0,151.202,58,0,0,0,0,0,0,0,3,0,0,63,0,0,0,0,49.36,16.41235247,0.977726875,15.78623436,21.52777778,8.340495868,338,398,17,59,64,1,31,3,1,6.6814,124.6053,412.52012,0,46,0,46.53
60198,C20H24O2,296.40336,0,20,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,296.4099932,8.1208,26,2,0,0,0,0,0,0,25,0,0,113.624,46,0,0,0,0,0,0,0,2,0,0,49,0,0,0,0,34.14,9.387290547,1.073828528,7.7418897,15.5232,4.99702558,266,312,0,46,49,5,26,2,0,4.0295,88.256,296.40336,0,44,0,34.14
60464,C19H22F2N4O3,392.3997864,0,19,22,4,3,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,4,1,391.3979913,8.2659,25,6,2,1,1,0,1,0.096774194,31,2,0,117.8873,49,2,0,0,0,0,2,4,3,0,0,52,0,0,0,0,108,14.06989797,0.982281738,13.32368885,21.24037461,7.921875,278,316,11,50,53,2,28,7,3,3.0566,109.2224,392.3997864,2,40,0,100.59
60490,C11H12N2O2S,236.29018,0,11,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,236.2959971,5.3483,15,5,2,1,1,0,0,0.176470588,17,1,0,75.728,28,0,0,0,0,0,0,2,2,0,1,29,0,0,0,0,97.63,9.378578625,0.969114975,8.677467447,12.4567474,5.104166667,140,151,10,28,29,1,16,5,2,3.4325,63.3269,236.29018,0,18,0,94.8
60606,C16H16ClNO2S,321.82174,0,16,16,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,321.8289948,7.0447,18,3,1,1,0,0,1,0.173913043,23,2,0,100.6979,37,1,0,0,1,0,0,1,2,0,1,39,0,0,0,0,58.98,10.14085209,1.078001149,8.407088387,15.87901701,7.05078125,198,213,11,37,39,1,19,4,0,3.6118,88.958,321.82174,0,27,0,57.78
60613,C8H14N3O6P,279.187022,0,8,14,3,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,279.1889961,1.1746,20,9,4,3,2,1,0,0.333333333,18,1,0,77.4417,32,0,0,0,0,0,0,3,6,1,0,32,0,0,0,0,163.37,8.414460458,0.970922613,7.666458424,16.05555556,6.9632,156,164,6,32,32,2,22,9,4,-1.0806,61.8183,279.187021,0,24,0,157.71
60648,C20H25NO2S2,375.548,0,20,25,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,374.5509958,10.1751,25,4,1,2,1,0,1,0.222222222,27,3,0,129.8844,49,0,0,0,0,0,0,1,2,0,2,51,0,0,0,0,101.05,11.74883614,0.978072645,11.01223264,19.75308642,9.273922571,265,278,10,50,52,2,28,5,1,4.9827,111.6308,375.548,0,40,0,97.02
60726,C15H12BrNO3,334.16468,0,15,12,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,333.1609935,5.5704,14,4,1,1,1,0,0,0.19047619,21,0,0,89.4618,31,1,0,1,0,0,0,1,3,0,0,32,0,0,0,0,83.22,10.68685006,0.976561452,9.943346209,16.37188209,7.319857313,158,174,12,32,33,2,16,4,2,3.4706,79.9657,334.16468,0,19,0,80.39
60795,C23H27Cl2N3O2,448.38538,0,23,27,3,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,2,448.3939904,11.4007,31,4,2,2,0,0,1,0.212121212,33,2,0,144.2587,57,2,0,0,2,0,0,3,2,0,0,60,0,0,0,0,46.01,14.52315642,1.011086918,13.36390498,23.16804408,11.22765432,311,338,12,57,60,1,32,5,1,5.0002,133.2557,448.38538,0,47,0,44.81
60825,C8H11N3O3S,229.25624,0,8,11,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,229.2609977,2.4838,17,7,2,1,0,1,0,0.125,16,2,0,68.0846,26,0,0,0,0,0,0,3,3,0,1,27,0,0,0,0,115.67,9.718093687,0.973538207,8.982241702,11.484375,4.888429752,135,144,6,26,27,1,17,7,2,-0.0129,56.3082,229.25624,0,20,0,115.67
60843,C20H21N5O6,427.41064,0,20,21,5,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,3,425.4009913,6.1216,26,9,4,5,2,0,0,0.303030303,33,2,0,126.8735,50,0,0,0,0,0,0,5,6,0,0,52,0,0,0,0,196.92,12.83746479,0.977161992,12.1374991,25.61983471,11.92344045,267,297,16,52,54,4,30,9,6,1.6385,111.1466,427.41064,0,34,0,191.26
60846,C24H29N5O3,435.51876,0,24,29,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,434.5199914,9.3202,34,7,1,2,5,0,0,0.323529412,34,1,0,150.4449,60,0,0,0,0,0,0,5,3,0,0,62,0,0,0,0,114.9,14.18405109,0.973958629,13.56329937,26.60207612,13.1852552,315,331,17,61,63,2,36,7,2,4.1617,122.9535,435.51876,0,44,0,112.07
60852,C9H23NO7P2,319.228944,0,9,23,1,7,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,319.2309965,2.9839,30,7,6,6,4,1,1,0.5,18,0,0,98.7057,42,0,0,0,0,0,0,1,7,2,0,41,0,0,0,0,159.35,11.09855675,0.979614768,10.32951147,19,7.135802469,207,212,0,42,41,2,31,8,5,0.5,71.447,319.228942,0,39,0,158.15
60855,C12H20N4O7,332.3098,0,12,20,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,0,331.3049935,2.5134,29,11,6,5,1,3,2,0.304347826,23,1,0,94.3369,42,0,0,0,0,0,0,4,7,0,0,42,0,0,0,0,203.55,9.703371955,0.968888894,9.014948068,21.04347826,9.474609375,210,225,0,43,43,4,31,11,7,-1.994,75.6537,332.3098,0,39,0,200.72
60857,C16H21N3O2,287.35684,0,16,21,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,2,287.3629943,7.643,24,3,3,3,0,0,1,0.217391304,23,2,0,103.3767,42,0,0,0,0,0,0,3,2,0,0,44,0,0,0,0,58.56,10.86443359,1.010175922,9.754991642,15.87901701,7.05078125,225,236,10,42,44,1,25,4,2,2.2517,86.2454,287.35684,0,33,0,57.36
60860,C8H10IN3,275.08957,0,8,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,275.0929968,4.3264,13,3,2,0,0,0,2,0.166666667,12,0,0,68.2246,22,1,0,0,0,1,0,3,0,0,0,22,0,0,0,0,64.4,8.43418162,1.003092147,7.408182287,10.08333333,4.888888889,102,101,6,22,22,1,13,3,2,2.4652,58.0318,275.08957,0,15,0,64.4
60871,C20H32N5O8P,501.470542,0,20,32,5,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,501.4769917,9.7659,44,13,1,0,0,0,0,0.428571429,35,2,0,155.8913,66,0,0,0,0,0,0,5,8,1,0,67,0,0,0,0,176.79,11.86038172,1.007750673,10.76916279,30.22530612,12.99192618,340,331,10,66,67,3,44,13,1,3.2837,122.2559,501.470541,0,54,0,176.79
