cid,MF,MW,Ncharges,C,H,N,O,Cl,P,S,F,Br,Pt,I,Gd,B,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,abonds,atoms,bonds,dbonds,HBA1,HBA2,HBD,logP,MR,MW,nF,sbonds,tbonds,TPSA
3446,C9H17NO2,171.23678,0,9,17,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,170.2319965,5.3615,17,2,1,1,1,0,0,0.25,12,0,0,63.521,28,0,0,0,0,0,0,1,2,0,0,28,0,0,0,0,67.77,7.186785561,0.981453721,6.3225924,10.08333333,4.296875,151,161,0,29,29,1,20,3,2,2.0706,47.4822,171.23678,0,28,0,63.32
3454,C9H13N5O4,255.23062,0,9,13,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,2,2,255.2339956,1.2244,20,8,4,3,0,2,0,0.263157895,19,2,0,75.7788,31,0,0,0,0,0,0,5,4,0,0,32,0,0,0,0,139.28,9.798981404,0.973604805,9.064639524,14.4099723,6.437869822,157,166,10,31,32,1,20,8,4,-1.3897,61.6447,255.23062,0,21,0,139.28
3463,C15H22O3,250.33338,0,15,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,249.3299943,7.4159,23,3,0,1,1,0,0,0.333333333,18,0,0,93.4745,39,0,0,0,0,0,0,0,3,0,0,39,0,0,0,0,49.36,9.709500258,0.978858194,8.919210282,16.05555556,6.9632,200,193,6,40,40,1,25,3,1,3.5732,73.2198,250.33338,0,33,0,46.53
3476,C24H34N4O5S,490.61556,0,24,34,4,5,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,490.6259921,12.0243,43,9,3,3,0,0,0,0.305555556,36,1,0,162.8264,68,0,0,0,0,0,0,4,5,0,1,70,0,0,0,2,133.06,15.89931728,0.990636006,15.0496057,28.56944444,12.99192618,364,386,6,68,70,6,43,9,3,5.2654,133.3061,490.61556,0,58,0,133.06
3478,C21H27N5O4S,445.53518,0,21,27,5,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,445.5449933,9.5146,36,9,3,3,0,0,0,0.303030303,33,1,0,143.5587,58,0,0,0,0,0,0,5,4,0,1,60,0,0,0,2,138.53,14.9277963,0.996534094,13.97971457,25.61983471,12.45925926,307,330,12,58,60,4,36,9,3,4.3316,115.3026,445.53518,0,44,0,138.53
3494,C19H28NO3,318.43052,1,19,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,318.4369931,8.1298,31,3,1,1,0,1,1,0.2,25,1,0,118.861,51,0,0,0,0,0,0,1,3,0,0,53,0,0,0,0,46.53,12.0532332,0.983905824,11.25039319,17.8112,7.086924763,280,311,6,51,53,1,31,3,1,2.4151,95.0618,318.43052,0,46,0,46.53
3510,C18H24N4O,312.40936,0,18,24,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,312.4169941,8.0811,27,4,2,2,0,0,1,0.115384615,26,3,0,115.1318,47,0,0,0,0,0,0,4,1,0,0,50,0,0,0,0,51.36,10.72705939,1.011916739,9.600733227,16.46745562,6.718836565,264,293,10,47,50,1,28,5,1,2.6472,95.0302,312.40936,0,39,0,50.16
3517,C8H8Cl2N4,231.08192,0,8,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,231.0859957,4.3501,12,4,2,0,0,0,2,0.142857143,14,0,0,67.0986,22,2,0,0,2,0,0,4,0,0,0,22,0,0,0,0,76.76,9.253325651,1.005338927,8.204185176,12.07142857,5.777777778,100,103,6,22,22,2,12,4,2,3.0013,59.0198,231.08192,0,14,0,76.76
3519,C9H9Cl2N3O,246.09326,0,9,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,246.096995,4.4747,13,4,2,0,0,0,2,0.2,15,0,0,69.4776,24,2,0,0,2,0,0,3,1,0,0,24,0,0,0,0,81.47,8.938540583,1.002856965,7.913076239,13.06666667,5.915,113,117,6,24,24,2,13,4,2,2.7365,60.3418,246.09326,0,16,0,81.47
3559,C21H23ClFNO2,375.8642232,0,21,23,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,375.8709911,8.3395,25,2,2,2,0,1,1,0.214285714,28,1,0,124.9592,49,2,0,0,1,0,1,1,2,0,0,51,0,0,0,0,41.74,11.5275822,0.971627076,10.86420437,20.72704082,9.467455621,261,290,12,49,51,1,26,3,1,4.3635,105.4823,375.8642232,1,38,0,40.54
3637,C8H8N4,160.17592,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,160.1799974,2.9463,12,4,2,1,0,0,0,0.076923077,13,1,0,54.9172,20,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,63.83,7.710520829,1.018066329,6.573692014,8.591715976,3.806228374,98,106,11,20,21,0,12,4,2,1.6887,46.7441,160.17592,0,10,0,63.83
3639,C7H8ClN3O4S2,297.73912,0,7,8,3,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,297.744998,4.7445,15,7,3,2,0,0,0,0.055555556,18,1,0,63.386,25,1,0,0,1,0,0,3,4,0,2,26,0,0,0,4,135.12,9.769619598,1.012898483,8.645211009,13.43209877,4.280618312,134,154,6,25,26,4,15,7,3,2.9774,67.5768,297.73912,0,16,0,135.12
3657,CH4N2O2,76.05466,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.05499887,0.9919,7,4,3,2,1,0,0,0.25,4,0,0,17.5994,9,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,78.18,4.031897456,0.967009444,3.169449927,5,2.25,32,27,0,9,8,1,8,4,3,0.1351,13.7486,76.05466,0,7,0,75.35
3672,C13H18O2,206.28082,0,13,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,205.2769953,6.251,18,2,0,1,1,0,0,0.266666667,15,0,0,78.2075,32,0,0,0,0,0,0,0,2,0,0,32,0,0,0,0,40.13,10.34008152,0.978192111,9.570604082,13.06666667,5.915,164,163,6,33,33,1,20,2,1,3.0732,62.1808,206.28082,0,26,0,37.3
3676,C14H22N2O,234.33728,0,14,22,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,234.3429954,7.1108,24,2,2,2,0,0,1,0.352941176,17,0,0,97.2281,39,0,0,0,0,0,0,2,1,0,0,39,0,0,0,0,33.54,9.06676615,1.017600267,7.909948677,15.05882353,7.438016529,194,179,6,39,39,1,25,3,1,2.6567,72.8107,234.33728,0,32,0,32.34
3690,C7H15Cl2N2O2P,261.085962,0,7,15,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261.0889963,6.7295,19,4,1,1,0,0,0,0.357142857,14,1,0,72.2281,29,2,0,0,2,0,0,2,2,1,0,29,0,0,0,0,51.38,8.280682256,1.01225054,7.180467119,12.07142857,5.777777778,153,152,0,29,29,1,19,4,1,2.2128,62.6022,261.085961,0,28,0,51.38
3696,C19H24N2,280.40726,0,19,24,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,280.4149942,9.1687,25,0,1,1,0,0,1,0.173913043,23,1,0,114.2549,45,0,0,0,0,0,0,2,0,0,0,47,0,0,0,0,7.68,10.85642272,1.068121924,9.164029476,15.87901701,7.513007284,238,246,12,45,47,0,26,1,0,3.94,93.764,280.40726,0,35,0,6.48
3702,C16H16ClN3O3S,365.83454,0,16,16,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,365.8419943,7.319,22,6,2,1,0,0,0,0.153846154,26,1,0,105.4519,40,1,0,0,1,0,0,3,3,0,1,42,0,0,0,2,100.88,9.56142305,1.014444304,8.425281424,18.78106509,7.318869165,212,238,12,40,42,3,22,6,2,4.3204,94.9576,365.83454,0,27,0,100.88
3715,C19H16ClNO4,357.78764,0,19,16,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,3,356.7849916,6.8853,18,5,0,1,1,0,0,0.185185185,27,1,0,110.034,40,1,0,0,1,0,0,1,4,0,0,42,0,0,0,0,71.36,11.66706089,0.9786735,10.92130051,19.75308642,8.347140039,212,227,16,41,43,2,20,5,1,3.9273,96.1213,357.78764,0,25,0,68.53
3749,C25H28N6O,428.52942,0,25,28,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,428.5399919,8.5181,34,6,1,1,4,0,1,0.194444444,36,2,0,149.8888,60,0,0,0,0,0,0,6,1,0,0,64,0,0,0,0,87.13,13.54434202,1.020708579,12.26954852,23.72839506,10.7266436,330,365,17,60,64,2,34,6,1,4.1509,132.7247,428.52942,0,45,0,87.13
3759,C12H13N3O2,231.25052,0,12,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,231.2549955,4.3775,17,5,2,2,0,0,0,0.277777778,18,1,0,75.3063,30,0,0,0,0,0,0,3,2,0,0,31,0,0,0,0,67.16,8.739572043,1.004769222,7.698088928,13.43209877,6.805293006,149,154,11,30,31,1,17,5,2,2.1994,61.7539,231.25052,0,19,0,67.16
3763,C3H2ClF5O,184.492396,0,3,2,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,184.4909937,3.4386,3,1,0,0,0,0,0,0.333333333,9,0,0,24.823,12,6,0,0,1,0,5,0,1,0,0,11,0,0,0,0,9.23,5.648744978,1.094265411,4.162134271,10,3.408284024,58,56,0,12,11,0,3,1,0,2.3528,22.709,184.492396,5,11,0,9.23
3784,C19H21N3O5,371.38714,0,19,21,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,371.3929921,6.8017,28,8,1,1,0,0,0,0.206896552,29,2,0,116.6466,48,0,0,0,0,0,0,3,5,0,0,50,0,0,0,0,103.55,10.93292591,1.016736315,9.752960972,21.70273484,9.212018141,251,254,10,48,50,4,28,8,1,2.911,100.6787,371.38714,0,36,0,103.55
3825,C16H14O3,254.28056,0,16,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,253.2769939,5.1689,15,3,0,1,1,0,0,0.2,20,0,0,84.467,32,0,0,0,0,0,0,0,3,0,0,33,0,0,0,0,57.2,10.20613208,0.979879132,9.415705104,15.39,7.135802469,164,178,12,33,34,2,17,3,1,3.1057,72.6683,254.28056,0,20,0,54.37
3826,C15H13NO3,255.26862,0,15,13,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,2,254.2649941,4.4976,14,4,0,1,1,0,0,0.142857143,21,2,0,80.548,31,0,0,0,0,0,0,1,3,0,0,33,0,0,0,0,62.13,10.52352083,0.97654492,9.77627933,13.95918367,5.78,171,197,11,32,34,2,16,4,1,2.291,69.8063,255.26862,0,21,0,59.3
3869,C19H24N2O3,328.40546,0,19,24,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,328.411993,6.8821,28,4,4,2,0,1,1,0.32,25,0,0,121.0302,48,0,0,0,0,0,0,2,3,0,0,49,0,0,0,0,100.16,12.00100777,0.967999241,11.39774503,20.3136,10.22222222,240,255,12,48,49,1,29,5,4,3.2266,94.0114,328.40546,0,36,0,95.58
3878,C9H7Cl2N5,256.09138,0,9,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,256.0959953,4.398,12,5,2,0,0,0,0,0.058823529,17,1,0,71.1136,23,2,0,0,2,0,0,5,0,0,0,24,0,0,0,0,90.71,10.09402462,1.001892151,9.074961272,12.4567474,5.104166667,113,124,12,23,24,0,12,5,2,3.1722,64.0918,256.09138,0,12,0,90.71
3883,C16H14F3N3O2S,369.3614696,0,16,14,3,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,369.3679931,7.0091,18,4,1,1,0,0,0,0.222222222,27,2,0,101.9429,39,3,0,0,0,0,3,3,2,0,1,41,0,0,0,0,87.08,12.62836426,0.999806557,11.6308076,19.75308642,8.347140039,206,222,16,39,41,1,18,4,1,4.3809,87.2392,369.3614696,3,24,0,87.08
3899,C12H9F3N2O2,270.2072696,0,12,9,2,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,270.209993,4.6556,12,4,1,1,0,0,0,0.2,20,1,0,70.1039,28,3,0,0,0,0,3,2,2,0,0,29,0,0,0,0,55.13,9.738308449,1.020259107,8.54493656,15.39,6.18549346,143,154,11,28,29,1,12,4,1,3.3271,60.6852,270.2072696,3,17,0,55.13
3902,C17H11N5,285.30274,0,17,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,285.3099946,4.10766,15,5,0,0,0,0,0,0.125,24,1,0,91.315,33,0,0,0,0,0,0,5,0,0,0,35,0,0,0,0,78.29,11.35899751,1.074601662,9.570426145,16.84375,8.203125,169,193,17,33,35,0,15,5,0,2.65916,79.688,285.30274,0,16,2,78.29
3948,C17H19F2N3O3,351.3478664,0,17,19,3,3,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,3,1,350.3449919,6.8755,21,5,1,1,1,0,1,0.111111111,27,2,0,103.0005,43,2,0,0,0,0,2,3,3,0,0,45,0,0,0,0,81.98,12.56604074,0.975405475,11.88288928,19.75308642,7.935,237,259,11,44,46,2,24,6,2,2.1897,97.318,351.3478664,2,33,0,74.57
3957,C22H23ClN2O2,382.88322,0,22,23,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,382.8909916,9.6545,27,4,0,0,0,0,0,0.1,30,2,0,129.8392,50,1,0,0,1,0,0,2,2,0,0,53,0,0,0,0,42.43,13.20353913,1.08424524,11.17763162,20.28,9.212018141,273,294,12,50,53,2,27,4,0,4.8257,111.663,382.88322,0,39,0,42.43
3958,C15H10Cl2N2O2,321.1581,0,15,10,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,321.1629927,4.0253,14,4,2,2,0,1,0,0.043478261,23,1,0,87.7656,31,2,0,0,2,0,0,2,2,0,0,33,0,0,0,0,61.69,9.53619651,0.965569209,8.876243382,15.87901701,6.629935721,162,187,12,31,33,2,14,4,2,2.6749,89.2215,321.1581,0,19,0,61.69
3961,C22H23ClN6O,422.91062,0,22,23,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,422.9199919,7.8076,28,6,2,2,4,1,0,0.242424242,33,2,0,141.5952,53,1,0,0,1,0,0,6,1,0,0,56,0,0,0,0,92.51,12.22305136,0.973760331,11.55242278,23.16804408,11.22765432,279,300,22,53,56,0,28,6,2,4.2668,117.1085,422.91062,0,34,0,92.51
3964,C18H18ClN3O,327.80802,0,18,18,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,327.8149931,7.3883,21,3,1,1,0,0,2,0.038461538,26,2,0,105.6753,41,1,0,0,1,0,0,3,1,0,0,44,0,0,0,0,29.27,11.72057107,1.085967292,9.792747774,16.46745562,7.086924763,224,245,12,41,44,1,22,4,0,3.0828,104.091,327.80802,0,31,0,28.07
3998,C7H10N2O2S,186.2315,0,7,10,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,186.2359984,4.1353,13,3,2,0,0,0,0,0.166666667,12,0,0,56.5603,22,0,0,0,0,0,0,2,2,0,1,22,0,0,0,2,96.18,9.089250748,1.017157477,7.935932685,10.08333333,3.806228374,106,110,6,22,22,2,14,4,2,2.2741,45.1098,186.2315,0,14,0,94.56
4011,C20H23N,277.40332,0,20,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,277.4109939,8.7374,23,0,1,0,0,0,1,0.166666667,24,0,0,113.7931,44,0,0,0,0,0,0,1,0,0,0,47,0,0,0,0,16.61,8.808810317,1.014578612,7.682235379,14.58333333,5.893877551,245,276,12,44,47,0,24,1,1,4.6023,88.3187,277.40332,0,35,0,12.03
4054,C12H21N,179.30184,0,12,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,179.3069965,6.9402,21,0,1,0,0,0,0,0,15,0,0,78.9475,34,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,27.64,6.869625385,1.018976428,5.741692147,8.32,1.991769547,201,236,0,34,36,0,22,1,1,3.3944,55.6814,179.30184,0,36,0,26.02
4075,C7H7NO3,153.13538,0,7,7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,152.1289966,1.9513,9,4,2,2,1,0,0,0.090909091,11,0,0,44.3778,17,0,0,0,0,0,0,1,3,0,0,17,0,0,0,0,86.38,6.940754219,0.974703788,6.120885656,9.090909091,3.6,81,87,6,18,18,1,11,4,3,1.2538,39.8287,153.13538,0,11,0,83.55
4086,C11H17NO3,211.25758,0,11,17,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,211.2609955,3.3449,20,3,4,3,0,1,1,0.266666667,15,0,0,78.7919,32,0,0,0,0,0,0,1,3,0,0,32,0,0,0,0,77.3,10.45222235,0.971216401,9.761991181,13.06666667,5.915,155,158,6,32,32,0,21,4,4,1.5201,58.6455,211.25758,0,26,0,72.72
4091,C4H11N5,129.16364,0,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129.1669987,2.9021,16,5,3,1,0,0,4,0.25,8,0,0,48.084,20,0,0,0,0,0,0,5,0,0,0,19,0,0,0,0,91.49,7.498488046,0.998879169,6.506902013,9,3.92,85,69,0,20,19,2,16,5,3,0.2565,36.9285,129.16364,0,17,0,91.49
4114,C12H8O4,216.18952,0,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,216.1919947,3.9501,10,4,0,0,0,0,0,0.055555556,18,2,0,67.204,24,0,0,0,0,0,0,0,4,0,0,26,0,0,0,0,52.58,9.147586949,1.081812131,7.455799933,11.11111111,4.349112426,128,140,15,24,26,1,10,4,0,2.5478,58.748,216.18952,0,10,0,52.58
4158,C14H19NO2,233.30616,0,14,19,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,233.310995,6.4064,21,2,1,0,0,0,1,0.222222222,18,1,0,85.7613,36,0,0,0,0,0,0,1,2,0,0,37,0,0,0,0,42.91,9.249907828,1.011848145,8.141596861,13.43209877,6.805293006,189,199,6,36,37,1,22,3,1,2.4141,70.9447,233.30616,0,30,0,38.33
4168,C14H22ClN3O2,299.79638,0,14,22,3,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,299.8019941,8.187,26,4,3,2,0,0,1,0.4,20,0,0,106.5044,42,1,0,0,1,0,0,3,2,0,0,42,0,0,0,0,68.79,11.37618111,1.010009577,10.26343886,18.05,9.106508876,208,197,6,42,42,1,27,5,2,2.9745,82.2756,299.79638,0,35,0,67.59
4170,C16H16ClN3O3S,365.83454,0,16,16,3,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,365.8419943,7.5607,22,6,2,1,0,0,0,0.076923077,26,1,0,103.9491,40,1,0,0,1,0,0,3,3,0,1,42,0,0,0,2,100.88,12.0194427,1.010640968,10.89289082,18.78106509,6.9575,212,234,12,40,42,3,22,6,2,4.6982,99.5896,365.83454,0,27,0,100.88
4171,C15H25NO3,267.3639,0,15,25,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,267.3689944,7.7004,28,3,2,1,0,1,1,0.473684211,19,0,0,104.5239,44,0,0,0,0,0,0,1,3,0,0,44,0,0,0,0,55.3,13.46547658,0.973417381,12.83319924,17.05263158,9.833648393,219,208,6,44,44,0,29,4,2,2.0041,76.5975,267.3639,0,38,0,50.72
4173,C6H9N3O3,171.15396,2,6,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,171.1559969,1.6233,12,3,1,1,0,1,0,0.25,12,1,0,50.9292,21,0,0,0,0,0,0,3,3,0,0,21,2,0,0,0,81.19,6.470427899,0.971976568,5.656979304,10.08333333,4.296875,103,102,5,21,21,1,12,3,1,0.6152,43.2458,171.15396,0,15,0,83.87
4174,C14H14N2O,226.27376,0,14,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,226.2789953,4.5005,17,3,0,0,0,0,0,0.166666667,18,2,0,81.0085,31,0,0,0,0,0,0,2,1,0,0,32,0,0,0,0,42.85,8.912278754,1.083923401,7.222240381,13.43209877,5.76,156,164,12,31,32,1,17,3,0,2.6371,66.2105,226.27376,0,19,0,42.85
4178,C11H17NO,179.25878,0,11,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,179.2629963,6.1726,18,1,1,0,0,0,0,0.230769231,13,0,0,74.2255,30,0,0,0,0,0,0,1,1,0,0,30,0,0,0,0,36.87,8.227316397,1.016783667,7.09151117,11.07692308,5.024221453,147,136,6,30,30,0,19,2,1,2.7297,55.1874,179.25878,0,24,0,35.25
4184,C18H20N2,264.3648,0,18,20,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,264.3719945,7.5819,21,1,1,1,0,0,1,0,23,2,0,100.0331,40,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,7.68,9.626130677,1.075430452,7.950956015,13.64839319,5.652892562,222,245,12,40,43,0,22,2,0,3.0868,90.2,264.3648,0,31,0,6.48
4189,C18H14Cl4N2O,416.12856,0,18,14,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,416.1349905,8.8051,16,3,0,0,0,0,0,0.222222222,27,1,0,118,39,4,0,0,4,0,0,2,1,0,0,41,0,0,0,0,27.05,10.35693334,1.077506385,8.611946144,19.75308642,9.273922571,204,227,17,39,41,0,16,3,0,6.4548,103.202,416.12856,0,24,0,27.05
4192,C18H13ClFN3,325.7673232,0,18,13,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,325.7739927,5.7555,15,3,0,0,0,0,0,0.038461538,26,2,0,100.4202,36,2,0,0,1,0,1,3,0,0,0,39,0,0,0,0,30.18,10.1576972,1.082770238,8.381212052,16.46745562,6.718836565,195,218,17,36,39,1,15,3,0,3.7598,92.814,325.7673232,1,21,0,30.18
4195,C12H18N2O4,254.28232,0,12,18,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,254.2859948,4.7689,23,5,3,2,0,1,0,0.388888889,18,0,0,86.0227,36,0,0,0,0,0,0,2,4,0,0,36,0,0,0,0,95.43,10.91362897,0.972913807,10.21746745,16.05555556,8.2268431,174,166,6,36,36,1,24,6,3,0.9033,65.6839,254.28232,0,29,0,93.81
4197,C12H9N3O,211.21936,0,12,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,211.2239958,2.94548,12,3,1,1,0,0,0,0.058823529,17,2,0,69.3934,25,0,0,0,0,0,0,3,1,0,0,26,0,0,0,0,69.54,9.333503506,1.01404512,8.204229002,12.4567474,5.557655955,125,134,12,25,26,1,12,3,1,1.61698,59.9747,211.21936,0,12,1,69.54
4205,C17H19N3,265.35286,0,17,19,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,265.3599948,6.8539,21,2,1,1,0,0,1,0,23,3,0,96.7711,39,0,0,0,0,0,0,3,0,0,0,42,0,0,0,0,20.57,9.608682511,1.075402069,7.934967473,13.64839319,5.652892562,217,239,12,39,42,0,22,3,0,2.4818,87.995,265.35286,0,30,0,19.37
4211,C14H10Cl4,320.0412,0,14,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,320.0459921,7.6744,10,0,0,0,0,0,0,0.157894737,19,0,0,90.884,28,4,0,0,4,0,0,0,0,0,0,29,0,0,0,0,0,9.846639695,1.082993451,8.09205839,14.4099723,6.437869822,144,162,12,28,29,0,10,0,0,5.929,80.314,320.0412,0,17,0,0
4212,C22H28N4O6,444.48092,0,22,28,4,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,2,0,0,0,0,0,3,2,444.4879909,6.1206,36,8,8,6,0,2,2,0.352941176,34,0,0,152.2616,60,0,0,0,0,0,0,4,6,0,0,62,0,0,0,0,172.34,15.14778114,0.966863151,14.66693396,26.60207612,13.1852552,308,332,12,60,62,2,38,10,8,0.7886,119.1754,444.48092,0,48,0,163.18
4236,C15H15NO2S,273.3501,0,15,15,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,273.3569959,6.1172,18,3,1,0,0,0,0,0.25,20,0,0,92.3603,34,0,0,0,0,0,0,1,2,0,1,35,0,0,0,0,79.37,9.932720801,1.011399244,8.820771436,15.39,7.695266272,169,183,12,34,35,2,18,3,1,3.576,76.6939,273.3501,0,21,0,79.37
4409,C15H16O2,228.28634,0,15,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,228.2909946,6.1641,18,2,0,0,0,0,0,0.222222222,18,0,0,86.939,33,0,0,0,0,0,0,0,2,0,0,34,0,0,0,0,26.3,10.80460692,1.063530379,9.159189751,13.43209877,6.25,168,168,11,33,34,1,18,2,0,3.37,70.027,228.28634,0,22,0,26.3
4436,C14H14N2,210.27436,0,14,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,210.2799957,5.0646,16,2,1,1,0,0,1,0.111111111,18,1,0,77.3828,30,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,24.39,10.15832266,1.011900184,9.038858397,11.11111111,5.104166667,160,174,11,30,32,1,16,2,1,2.1484,74.9487,210.27436,0,20,0,24.39
